probe	filter_type	ar_method	period_number	period	amplitude	phase	phi	R_square	R2_adjust	coef_var	pvalue
265146_at	0	default	1	24	0.086120828	12.95296755	2.892106333	0.290365386	0.148438464	0.146568459	0.179959159
247012_at	1	default	1	24	0.105495371	12.32284648	3.057071644	0.290295216	0.148354259	0.1411382	0.18004815
263034_at	0	default	1	24	0.191835874	19.63908078	1.141685981	0.29030313	0.148363756	0.359289392	0.180038112
265796_at	1	mle	1	22.30167598	0.038972931	7.941346817	-2.237363402	0.290321906	0.148386287	0.049893086	0.180014297
246774_at	1	yule-walker	1	20.16161616	0.081634173	6.686481324	-2.083781423	0.290267837	0.148321404	0.11073904	0.180082883
250227_at	1	yule-walker	1	25.92207792	0.106820153	16.67328427	2.241791131	0.290184147	0.148220976	0.134350351	0.180189082
255614_at	1	burg	1	20.26395939	0.05603449	4.790149263	-1.485267261	0.290156487	0.148187785	0.074803063	0.180224192
251350_at	0	yule-walker	1	21.46236559	0.060007202	9.229179996	-2.701875891	0.290114036	0.148136843	0.077081529	0.180278089
253423_at	1	mle	1	22.05524862	4.007160068	9.29306741	-2.647445314	0.290125843	0.148151011	1.64761345	0.180263098
247858_at	0	yule-walker	1	20.16161616	0.136272357	17.73178854	0.757233799	0.289959967	0.14795196	0.174815916	0.180473806
246527_at	1	yule-walker	1	20.47179487	0.043785957	13.74606442	2.064255284	0.289810906	0.147773087	0.057363566	0.180663323
251732_at	0	default	1	24	0.029474028	13.38413441	2.779227111	0.289823943	0.147788731	0.042937206	0.180646742
252856_at	0	burg	1	21.23404255	0.0630321	0.24203307	-0.071617951	0.289807104	0.147768525	0.082258885	0.180668158
254189_at	0	yule-walker	1	22.81142857	0.028901853	7.03744534	-1.938395617	0.289826502	0.147791803	0.037626563	0.180643486
255872_at	0	default	1	24	0.117049999	1.928303498	-0.504828675	0.289795391	0.14775447	0.192800338	0.180683057
256998_at	0	mle	1	22.94252874	0.094486887	17.19556133	1.573900661	0.28974347	0.147692163	0.131452401	0.180749114
249921_at	0	burg	1	20.68393782	0.044995115	9.747210869	-2.960922269	0.289723149	0.147667779	0.057908835	0.180774972
246461_at	0	default	1	24	0.12445528	14.04252204	2.606861633	0.289699302	0.147639162	0.180021486	0.180805321
251879_at	0	default	1	24	0.106322621	1.604724176	-0.420115807	0.289655952	0.147587143	0.142047409	0.180860501
253955_at	0	burg	1	23.90419162	0.051067324	10.95132602	-2.878541631	0.289513207	0.147415848	0.065808167	0.181042295
254524_at	0	mle	1	23.48235294	0.148466461	4.334789629	-1.1598619	0.289434902	0.147321882	0.223410564	0.181142084
251104_at	1	burg	1	25.92207792	0.077882746	4.298655338	-1.04193993	0.289371935	0.147246322	0.102168525	0.181222358
257030_at	1	mle	2	"27.3424657534,21.3475935829"	"0.0419616777624,0.0446909841688"	"8.28706867684,4.76788621071"	-1.403320354	0.50508035	0.257620525	0.040771523	0.181214084
254457_at	0	default	1	24	0.077017709	19.26952862	1.238434511	0.289353809	0.147224571	0.096648213	0.181245471
259964_at	0	default	1	24	0.76406014	0.802641643	-0.210131091	0.289237399	0.147084879	0.773238114	0.181393967
258958_at	1	burg	1	22.30167598	0.10048631	1.532986683	-0.431897558	0.289173696	0.147008436	0.133099885	0.18147527
249575_at	1	mle	1	26.79194631	0.10767046	25.60768818	0.277729478	0.289129004	0.146954804	0.139616394	0.181532328
245527_at	0	default	1	24	0.022021362	9.203122867	-2.409371932	0.289043328	0.146851994	0.028618196	0.181641747
254178_at	1	burg	1	25.26582278	0.25896547	0.235053098	-0.058453753	0.289029813	0.146835776	0.3162672	0.181659013
245327_at	0	yule-walker	1	20.57731959	0.052392415	7.21591632	-2.203345251	0.2890113	0.14681356	0.070798714	0.181682665
245844_at	0	default	1	24	0.087664271	14.44631248	2.501149545	0.288946782	0.146736138	0.129520481	0.181765113
258291_at	1	mle	1	20.26395939	0.091140878	2.348894042	-0.728314553	0.288820899	0.146585079	0.128896837	0.181926066
264415_at	0	default	1	24	1.685314153	1.844983367	-0.483015516	0.288816355	0.146579626	1.408635374	0.181931878
257655_at	1	mle	1	24.04819277	0.091408837	17.00307205	1.840712082	0.288798594	0.146558313	0.11596915	0.181954597
261509_at	1	burg	1	21.12169312	0.244155996	4.461944616	-1.327319012	0.288720201	0.146464241	0.473672975	0.182054901
251493_at	0	burg	1	26.61333333	0.050506465	11.54146623	-2.724843602	0.288681403	0.146417684	0.06788449	0.182104558
261187_at	0	default	1	24	0.0998191	13.30412764	2.800172835	0.288656145	0.146387374	0.138472464	0.182136892
245104_at	0	default	1	24	0.061714645	13.61892899	2.717758035	0.28850536	0.146206432	0.084880347	0.182330013
264416_at	0	burg	1	20.16161616	0.088146515	11.50964519	2.696308492	0.288408394	0.146090073	0.10930856	0.182454291
247274_at	1	mle	1	27.34246575	0.114891328	6.652571981	-1.528733469	0.288332466	0.14599896	0.150888531	0.182551652
256955_at	1	burg	1	21.12169312	0.027257213	8.637427686	-2.569422745	0.288270554	0.145924664	0.036042327	0.182631073
260031_at	0	burg	1	21.81420765	0.120755425	21.78456308	0.008538579	0.288224992	0.145869991	0.168951916	0.182689537
265943_at	1	mle	1	21.57837838	0.106332456	12.87607399	2.533934204	0.288230662	0.145876794	0.16888279	0.182682261
266828_at	1	mle	1	21.81420765	0.136432389	1.09010107	-0.313983764	0.288239055	0.145886866	0.164115591	0.182671489
253444_at	1	mle	1	23.07514451	0.027694953	20.37183737	0.736089851	0.288136247	0.145763496	0.035122118	0.182803455
257799_at	1	default	1	24	0.117841096	19.61833197	1.147118007	0.287994718	0.145593662	0.16242773	0.182985247
245823_at	0	mle	1	21.81420765	0.179242308	0.384885067	-0.110859135	0.287909615	0.145491538	0.231893383	0.183094631
256466_at	1	mle	1	20.90052356	0.028464545	14.97672981	1.780830692	0.287912313	0.145494776	0.037775088	0.183091162
260978_at	0	default	1	24	0.315684933	0.956901004	-0.250516097	0.287905824	0.145486989	0.482558131	0.183099504
267194_s_at	0	default	1	24	0.026920161	3.689599288	-0.965934835	0.287890789	0.145468947	0.039616865	0.183118835
250347_at	0	burg	1	22.42696629	0.06117446	8.161334726	-2.286496433	0.287857128	0.145428553	0.090943575	0.183162119
246913_at	1	mle	1	20.57731959	0.020317079	10.88767489	2.958686284	0.287809504	0.145371404	0.027542203	0.183223372
248842_at	1	mle	1	22.42696629	0.03405416	11.41117701	3.086206331	0.28779185	0.14535022	0.044372891	0.183246081
261742_at	0	burg	1	21.23404255	0.106214543	10.76047535	3.099144376	0.287799622	0.145359547	0.138932327	0.183236083
248294_at	1	yule-walker	1	27.34246575	0.095085573	12.00441134	-2.758563972	0.287762028	0.145314434	0.126822411	0.183284449
265318_at	1	burg	1	20.26395939	0.085085466	17.48622028	0.861285263	0.287694897	0.145233877	0.10891359	0.183370841
256196_at	0	mle	1	22.68181818	0.033584534	1.111209027	-0.30782066	0.287651296	0.145181555	0.050422336	0.18342697
257575_at	1	mle	1	20.57731959	0.062639204	12.29917234	2.527692344	0.287624707	0.145149648	0.081759535	0.183461206
259771_at	1	default	1	24	0.053115842	19.99483545	1.048549628	0.287536381	0.145043657	0.087478824	0.183574968
261268_at	0	yule-walker	1	21.34759358	0.073141975	13.0626345	2.438491861	0.287526304	0.145031565	0.098622258	0.183587952
264135_at	1	mle	1	23.76190476	0.062930405	17.91510168	1.546027038	0.287536238	0.145043486	0.09104511	0.183575152
257947_at	0	default	1	24	0.425751249	5.104354935	-1.336316997	0.287506057	0.145007268	0.447226419	0.183614039
245186_at	1	default	1	24	0.311450493	6.816734116	-1.784616818	0.287443908	0.14493269	0.35241097	0.183694134
265714_at	0	yule-walker	1	21.81420765	0.007587804	8.321096349	-2.396740288	0.287456152	0.144947382	0.010600582	0.183678352
259224_at	0	burg	1	23.90419162	0.059776446	12.19852076	3.076820178	0.287277724	0.144733268	0.08023911	0.183908442
256821_at	0	burg	1	22.68181818	0.160885272	9.835419774	-2.724550762	0.287256124	0.144707349	0.200762881	0.183936311
264356_at	1	default	1	24	0.097636506	19.56445198	1.161223758	0.287239086	0.144686903	0.12771377	0.183958297
248787_at	0	burg	1	27.53103448	0.030935569	18.80800856	1.990785647	0.287189342	0.14462721	0.041821713	0.184022499
247423_at	0	default	1	24	0.224326657	2.356545234	-0.6169421	0.287059671	0.144471605	0.338733014	0.184189942
251489_at	1	mle	2	"24.95,21.9340659341"	"0.725218633789,0.703113868816"	"12.3483073315,4.55777767473"	-1.305611181	0.502642643	0.253963965	0.385376615	0.184214155
250609_at	1	mle	1	21.69565217	0.101244452	11.81404226	2.861770908	0.287020708	0.14442485	0.132516476	0.184240278
253619_at	0	yule-walker	1	25.75483871	0.135097076	25.29582014	0.111982791	0.286999315	0.144399178	0.192897423	0.184267921
260902_at	1	default	1	24	0.137157081	23.6576839	0.089618145	0.286962893	0.144355472	0.196589038	0.18431499
AFFX-r2-At-GAPDH-5_s_at	0	default	1	24	0.054488275	2.012046488	-0.526752539	0.286884428	0.144261313	0.075583271	0.184416426
246029_at	1	mle	1	22.55367232	0.039420455	2.511489106	-0.699671044	0.286803645	0.144164373	0.053861584	0.184520905
256078_at	0	mle	1	26.43708609	0.088045182	0.591348924	-0.140543283	0.286819394	0.144183273	0.142593352	0.184500532
258964_at	0	mle	1	22.05524862	0.090467466	10.18445198	-2.901386428	0.286803164	0.144163797	0.121032997	0.184521527
251787_at	0	mle	1	23.76190476	0.050368015	16.78261198	1.845482939	0.2867097	0.14405164	0.067183654	0.184642465
256093_at	1	burg	1	22.30167598	0.150748203	1.933383051	-0.544703635	0.286710461	0.144052553	0.187420432	0.184641481
263043_at	1	default	1	24	0.052636777	2.044780726	-0.535322342	0.286714477	0.144057373	0.07560658	0.184636282
251595_at	0	yule-walker	1	20.90052356	0.025020851	10.32202481	-3.103041626	0.286689367	0.14402724	0.032256219	0.184668784
245769_at	0	mle	1	21.93406593	0.274319476	3.333071402	-0.954784458	0.286667074	0.144000489	0.423086586	0.184697642
253340_s_at	1	default	1	24	0.181748601	13.2500222	2.814337606	0.28664275	0.1439713	0.253584944	0.184729135
266888_s_at	0	burg	1	23.48235294	0.079447634	16.9256195	1.754388554	0.286647712	0.143977254	0.110999486	0.184722711
246253_at	1	burg	1	26.61333333	0.215902647	1.257047805	-0.296778468	0.286607554	0.143929065	0.268120028	0.184774711
257304_at	0	mle	1	20.90052356	0.012060321	8.49257715	-2.553066951	0.286562148	0.143874577	0.015611737	0.184833522
245373_s_at	1	mle	1	23.20930233	0.040444373	8.500596021	-2.301267796	0.286502681	0.143803218	0.052355174	0.184910566
260937_at	0	yule-walker	1	23.76190476	0.066772979	11.84130926	-3.131110115	0.286476969	0.143772362	0.092702788	0.184943887
261766_at	0	burg	1	23.48235294	0.21217764	6.921221694	-1.851914864	0.286490462	0.143788554	0.266901235	0.1849264
265667_at	0	mle	1	26.43708609	0.068911675	12.95757661	-3.079569914	0.286501371	0.143801645	0.092065031	0.184912263
260074_at	0	burg	1	23.48235294	0.107101441	7.106198055	-1.901409085	0.286399219	0.143679063	0.196811921	0.185044671
250997_at	1	yule-walker	1	21.12169312	0.082847632	6.632969839	-1.973145732	0.286366894	0.143640272	0.116521297	0.185086587
259749_at	1	burg	1	23.62130178	0.027707411	10.62255892	-2.825564261	0.28637459	0.143649508	0.035534153	0.185076606
251147_at	1	default	1	24	0.066049785	17.5581556	1.686470919	0.286325187	0.143590224	0.084936511	0.185140678
254109_at	1	mle	1	21.81420765	0.094151669	21.44040016	0.107668441	0.286313865	0.143576638	0.19743008	0.185155364
254708_at	0	burg	1	22.30167598	0.086347485	1.074946882	-0.30285125	0.286316457	0.143579748	0.113075169	0.185152002
249296_at	1	default	1	24	0.070045698	6.67544921	-1.747628516	0.286291598	0.143549917	0.088036225	0.18518425
263222_at	0	yule-walker	1	22.81142857	0.098344114	3.970998062	-1.09377265	0.286142192	0.143370631	0.147194519	0.185378161
250832_at	0	burg	1	23.90419162	0.090763211	1.442797684	-0.379237473	0.286104914	0.143325897	0.124953913	0.185426569
254487_at	0	yule-walker	1	26.97297297	0.193081052	11.49464108	-2.677604727	0.286097534	0.14331704	0.286501857	0.185436154
245243_at	1	mle	1	21.01052632	0.071910774	5.487742631	-1.641106146	0.286022407	0.143226889	0.102583811	0.185533745
249342_at	1	mle	1	21.81420765	0.080994449	12.06855658	2.807057337	0.286030033	0.14323604	0.105327923	0.185523837
252004_at	0	default	1	24	0.420039703	1.082867571	-0.283494067	0.286038951	0.143246742	0.504654135	0.18551225
253654_at	1	burg	1	23.34502924	0.424128526	1.611849615	-0.433820395	0.286047201	0.143256641	0.582014825	0.185501534
263909_at	0	burg	1	26.43708609	0.103552872	12.98250796	-3.085495239	0.286073526	0.143288231	0.17443556	0.185467337
245631_at	1	burg	1	21.23404255	0.053194272	0.848926625	-0.251198672	0.285991326	0.143189591	0.070077624	0.185574132
266526_at	0	burg	1	23.20930233	0.137433689	7.491214481	-2.028009636	0.285911072	0.143093287	0.174761149	0.185678447
263792_at	1	mle	1	20.16161616	0.065122566	11.23305715	2.782504655	0.285849438	0.143019326	0.087933637	0.185758592
249180_at	1	mle	1	21.01052632	0.042744247	17.15321373	1.153527017	0.285794482	0.142953379	0.058686661	0.185830077
253661_at	0	burg	1	21.01052632	0.027809473	10.69801951	3.083948983	0.28581953	0.142983436	0.035981841	0.185797493
255095_at	1	burg	1	21.34759358	0.101557958	1.65270893	-0.4864378	0.285802231	0.142962677	0.131199426	0.185819996
261708_at	0	default	1	24	0.226542969	1.150589876	-0.301223725	0.285775283	0.14293034	0.311034278	0.185855055
252840_at	0	mle	1	20.57731959	0.018550055	10.73527676	3.005220317	0.285749793	0.142899752	0.025308504	0.185888222
255590_at	0	default	1	24	0.102063985	6.909035806	-1.808781344	0.285747348	0.142896818	0.146810932	0.185891404
263501_s_at	0	mle	1	20.57731959	0.058594086	11.26872849	2.842333402	0.285731831	0.142878197	0.075860057	0.185911597
253268_s_at	1	mle	1	20.57731959	0.132713178	20.13681526	0.134505872	0.285572384	0.14268686	0.171606022	0.186119197
251754_at	0	mle	1	20.26395939	0.054496988	7.304130384	-2.264769872	0.285533865	0.142640639	0.083439692	0.186169375
261868_s_at	1	mle	1	24.49079755	0.103461321	4.849799815	-1.244230241	0.285534196	0.142641035	0.246664078	0.186168945
258253_at	0	burg	1	24.79503106	0.130159132	18.45977884	1.605384706	0.285508987	0.142610785	0.16023186	0.18620179
249070_at	1	burg	1	27.53103448	0.136087324	8.241806469	-1.880960824	0.285432391	0.142518869	0.18505051	0.186301619
264819_at	0	default	1	24	0.102248633	8.049446489	-2.107340163	0.28544765	0.14253718	0.123147727	0.186281728
265468_at	0	default	1	24	0.098316604	18.72170664	1.381853971	0.285424751	0.142509701	0.121673226	0.186311579
262489_at	1	mle	1	20.68393782	0.102956489	13.22945295	2.264458067	0.285382682	0.142459218	0.13636687	0.186366429
249050_at	0	burg	1	27.53103448	0.06087197	1.985058199	-0.453033776	0.28536267	0.142435204	0.104198231	0.186392525
251556_at	0	burg	1	21.23404255	0.164273611	3.279436822	-0.970390316	0.285302333	0.142362799	0.214874926	0.186471224
255432_at	0	default	1	24	0.034004752	19.94559113	1.061441761	0.285241635	0.142289962	0.04407162	0.186550421
251118_at	0	yule-walker	1	23.76190476	0.040442777	19.82619672	1.040690265	0.285205217	0.142246261	0.065658884	0.186597951
247554_at	0	burg	1	27.15646259	0.105725592	15.98448076	2.584859196	0.285189288	0.142227146	0.175204051	0.186618743
257032_at	0	yule-walker	1	20.79166667	0.017134268	10.01388515	-3.026168948	0.285072594	0.142087113	0.022254536	0.186771122
248520_at	0	default	1	24	0.462978114	5.165929113	-1.352437079	0.285035504	0.142042604	0.502416199	0.186819576
249686_at	0	burg	1	27.91608392	0.260773726	21.60698886	1.420013405	0.285015345	0.142018414	0.335379734	0.186845914
267371_at	0	default	1	24	0.015344511	9.322067929	-2.440511677	0.284993917	0.1419927	0.01990568	0.186873915
246921_at	0	burg	1	23.76190476	0.095039214	18.75141343	1.324887286	0.284944865	0.141933838	0.141332937	0.186938025
258789_at	0	yule-walker	1	20.90052356	0.073643146	18.89893414	0.601724506	0.284915828	0.141898994	0.097039722	0.186975983
267047_at	1	mle	1	20.16161616	0.035838201	11.13112832	2.814269852	0.284813963	0.141776756	0.045570582	0.187109196
251477_at	0	mle	1	24.34146341	0.112615808	5.416381888	-1.398113602	0.28474575	0.1416949	0.147601847	0.187198444
251552_at	1	default	1	24	0.048456686	14.79113576	2.41087502	0.284729525	0.141675429	0.068437366	0.187219678
257251_at	0	burg	1	22.55367232	0.062843688	22.44758365	0.029555044	0.284755978	0.141707173	0.082862267	0.187185061
259282_at	0	default	1	24	0.498609316	0.482856324	-0.12641149	0.284760515	0.141712617	0.673148914	0.187179124
261691_at	1	mle	1	22.81142857	0.206071901	22.53360506	0.076523773	0.284777084	0.141732501	0.342783215	0.187157444
263052_at	0	mle	1	20.06030151	0.046099544	10.91735308	2.863707666	0.284723321	0.141667985	0.059115387	0.187227797
256424_at	1	mle	1	21.01052632	0.063115279	13.53073456	2.236827242	0.284665407	0.141598489	0.088034293	0.187303605
260689_at	0	burg	1	21.34759358	0.080791205	5.420308906	-1.595346339	0.284705604	0.141646724	0.116300745	0.187250986
262172_at	0	default	1	24	0.075106171	11.02148372	-2.88541769	0.28467137	0.141605644	0.099809881	0.1872958
264212_at	0	mle	1	21.69565217	0.116761509	13.78284432	2.29159454	0.284666391	0.14159967	0.147509516	0.187302317
256758_at	0	mle	1	20.36734694	0.055813425	9.943087082	-3.067373421	0.284615085	0.141538102	0.070711617	0.187369497
259496_at	0	burg	1	23.48235294	0.111706033	6.193595204	-1.657223468	0.284627189	0.141552627	0.138671118	0.187353647
262977_at	0	default	1	24	0.179942085	0.828228072	-0.216829602	0.284576767	0.141492121	0.264857661	0.187419682
245298_at	0	default	1	24	0.032192745	13.83535491	2.661097861	0.284529909	0.141435891	0.04352342	0.187481068
261991_at	0	burg	1	21.57837838	0.048683125	3.94132449	-1.147633603	0.284508341	0.14141001	0.063706937	0.187509327
263686_at	0	default	1	24	0.052028812	21.6294644	0.620604769	0.284499629	0.141399555	0.073734882	0.187520743
245385_at	0	default	1	24	0.205894736	1.975796836	-0.517262402	0.284483922	0.141380706	0.303163819	0.187541328
245015_at	1	mle	1	25.75483871	0.387001402	16.37722808	2.28777458	0.284385519	0.141262623	0.494357726	0.187670323
245788_at	1	yule-walker	1	26.97297297	0.07154056	24.78951976	0.508621765	0.28441013	0.141292156	0.124659301	0.187638054
248637_at	1	mle	1	22.05524862	0.029259051	12.12766445	2.828208924	0.284452697	0.141343236	0.038784725	0.187582253
256050_at	0	default	1	24	0.050923276	2.782250047	-0.728391359	0.284436109	0.14132333	0.075741403	0.187603996
256478_at	1	mle	1	22.42696629	0.049179098	5.885683197	-1.64894519	0.284380747	0.141256896	0.066372	0.18767658
257352_at	0	default	1	24	0.063379131	9.902165102	-2.592380762	0.284402807	0.141283368	0.08191978	0.187647656
262332_at	0	yule-walker	1	21.81420765	0.043620078	8.794063429	-2.532969843	0.284442309	0.141330771	0.05651685	0.187595868
267475_at	0	default	1	24	0.016143838	0.022090082	-0.00578317	0.284358761	0.141230513	0.023716282	0.187705413
256457_at	0	default	1	24	0.016303832	6.556615259	-1.716517861	0.284311056	0.141173267	0.022942506	0.187767983
