probe	filter_type	ar_method	period_number	period	amplitude	phase	phi	R_square	R2_adjust	coef_var	pvalue
247898_at	0	yule-walker	1	26.61333333	0.067666758	21.20474021	1.276923579	0.298105638	0.157726766	0.086216939	0.170356523
257633_at	0	default	1	24	0.141975139	15.71220198	2.169740447	0.298059841	0.157671809	0.175442203	0.170412108
254695_at	1	mle	1	22.05524862	0.03620484	4.639866257	-1.321823208	0.298025918	0.157631102	0.058482607	0.170453289
259629_at	0	default	1	24	0.113041013	19.73683415	1.116094211	0.298027066	0.157632479	0.140617685	0.170451897
252501_at	0	default	1	24	0.426519975	1.461960114	-0.382740263	0.297942562	0.157531074	0.551761217	0.170554517
264333_at	0	burg	1	21.01052632	0.028289576	10.52239939	3.136468073	0.297891265	0.157469518	0.03600362	0.170616834
258951_at	0	burg	1	27.72222222	0.094201795	10.99751807	-2.492565112	0.297852252	0.157422702	0.119494259	0.170664243
254188_at	0	burg	1	22.94252874	0.184489977	9.309270649	-2.549495447	0.297833726	0.157400471	0.245257577	0.170686758
264025_at	0	yule-walker	1	23.48235294	0.08688766	21.19742597	0.61137909	0.297808621	0.157370345	0.13035307	0.170717273
260594_at	0	default	1	24	0.108311358	7.827935978	-2.049348847	0.297707388	0.157248866	0.135418041	0.170840368
251467_at	1	burg	1	25.10691824	0.011278852	12.47038247	-3.120802129	0.297624785	0.157149743	0.015388802	0.170940862
264734_at	0	default	1	24	0.266077234	7.59690539	-1.98886518	0.297634999	0.157161999	0.299128087	0.170928433
258890_at	0	default	1	24	0.139429826	2.94904208	-0.772057411	0.297586038	0.157103246	0.263259994	0.170988017
253393_at	1	default	1	24	0.065047247	20.72226434	0.85810919	0.29757016	0.157084192	0.079924961	0.171007345
266173_at	1	yule-walker	1	26.97297297	0.160254036	11.03499485	-2.570533014	0.297514307	0.157017169	0.193860747	0.171075342
258599_at	0	default	1	24	0.140288586	22.95962061	0.272370689	0.297477545	0.156973053	0.21009066	0.171120111
267646_at	0	default	1	24	0.165328104	2.600759819	-0.680877329	0.297482978	0.156979573	0.207268764	0.171113494
257363_at	0	burg	1	27.53103448	0.129002465	19.89287245	1.743195938	0.297460408	0.15695249	0.167233577	0.171140982
257393_at	1	yule-walker	1	20.47179487	0.057837855	10.09136792	-3.097233782	0.297446962	0.156936355	0.074646161	0.17115736
244905_at	0	mle	1	20.26395939	0.033961819	12.6614479	2.357288008	0.297411515	0.156893818	0.043616903	0.171200543
264126_at	0	burg	1	23.76190476	0.140454272	17.04717733	1.775525875	0.297366455	0.156839745	0.186855456	0.17125545
266024_at	0	mle	1	21.01052632	0.047995965	10.85540318	3.03688349	0.297380157	0.156856188	0.060930275	0.171238752
263964_at	0	mle	1	20.06030151	0.17785969	5.938329613	-1.859973309	0.297311665	0.156773998	0.226762648	0.171322231
247846_at	1	default	1	24	0.041248577	15.53856423	2.215198705	0.297256513	0.156707816	0.057686586	0.171389474
252032_at	0	burg	1	24.04819277	0.07353845	13.33267179	2.799694956	0.297268244	0.156721892	0.101519445	0.17137517
248703_at	0	mle	1	20.06030151	0.0246671	12.06707215	2.503598526	0.297205363	0.156646436	0.031380931	0.171451857
259893_at	1	mle	1	20.26395939	0.117792997	9.686184298	-3.003366207	0.297204824	0.156645789	0.148100846	0.171452514
261435_at	0	default	1	24	0.104568646	10.1364077	-2.65370533	0.29716881	0.156602572	0.129779676	0.171496448
261034_s_at	0	yule-walker	1	22.30167598	0.106361987	10.40123287	-2.930401896	0.297145964	0.156575157	0.172828164	0.171524323
264998_at	0	default	1	24	0.190078243	2.553710786	-0.66855992	0.297138769	0.156566523	0.324675133	0.171533103
256865_at	0	default	1	24	0.074883926	18.61338916	1.410211421	0.297114224	0.156537068	0.107357641	0.171563057
257517_at	0	default	1	24	0.156812522	2.437520334	-0.638141331	0.297093562	0.156512275	0.215741063	0.171588274
246960_at	0	default	1	24	0.036104135	7.49504262	-1.96219757	0.297062458	0.156474949	0.068379717	0.171626242
249952_at	0	burg	1	25.42675159	0.080660609	0.403837116	-0.099791883	0.297053576	0.156464291	0.110756902	0.171637085
245382_at	0	mle	1	25.92207792	0.122454854	23.82182018	0.509076033	0.296982823	0.156379388	0.227976144	0.17172348
251828_at	1	mle	1	21.93406593	0.077949147	10.25679313	-2.93813888	0.297003377	0.156404052	0.09716238	0.171698379
253694_at	0	yule-walker	1	23.48235294	0.096795013	7.467326182	-1.998036324	0.296976153	0.156371384	0.123396103	0.171731627
248343_at	0	mle	1	20.06030151	0.034392292	11.96488136	2.535606204	0.296912365	0.156294838	0.043460576	0.17180955
250025_at	0	default	1	24	0.660741477	1.426875631	-0.373555167	0.296898196	0.156277835	0.810956362	0.171826863
258245_at	0	default	1	24	0.205708455	18.78141767	1.36622166	0.296880526	0.156256632	0.25169938	0.171848455
263024_at	0	burg	1	23.20930233	0.025113388	20.91769531	0.620380197	0.296847129	0.156216554	0.032926878	0.171889272
249684_s_at	1	burg	1	27.53103448	0.199771637	23.49538572	0.921023473	0.296827038	0.156192445	0.251500075	0.17191383
248262_at	1	default	1	24	0.067725901	19.86144144	1.083472098	0.296791101	0.156149321	0.08650055	0.171957765
261356_at	0	burg	1	21.01052632	0.071857247	11.60611442	2.812383742	0.296778211	0.156133853	0.09290756	0.171973526
251279_at	1	mle	1	23.34502924	0.049974924	9.524001761	-2.563332319	0.29671011	0.156052132	0.063591981	0.172056812
266009_at	0	yule-walker	1	21.34759358	0.177298507	13.31178456	2.365160128	0.296656738	0.155988086	0.211988366	0.172122107
258297_at	1	burg	1	21.93406593	0.032407687	0.22622872	-0.064804992	0.296591798	0.155910158	0.043179369	0.172201583
259716_at	1	burg	1	26.79194631	0.019228107	12.07044018	-2.830731725	0.296571482	0.155885778	0.024560397	0.172226453
262796_at	0	burg	1	27.91608392	0.05725135	8.845602412	-1.990915319	0.296560155	0.155872186	0.075293285	0.172240319
259388_at	0	default	1	24	0.384200005	1.25587403	-0.328787052	0.296527198	0.155832637	0.418567841	0.172280672
249601_at	1	burg	1	20.79166667	0.209733796	9.527597449	-2.879214123	0.296440323	0.155728387	0.372030364	0.172387077
251893_at	0	mle	1	22.94252874	0.051591058	8.392618605	-2.29845535	0.29645161	0.155741932	0.065480621	0.172373249
254268_at	0	default	1	24	0.117119739	7.703192308	-2.01669103	0.296476482	0.155771778	0.139962658	0.172342783
267004_at	0	default	1	24	0.117916261	14.43434296	2.504283156	0.296485181	0.155782217	0.158602249	0.172332128
267386_at	1	yule-walker	1	22.17777778	0.080670246	20.62284092	0.440529098	0.296462681	0.155755217	0.113036194	0.172359687
247493_at	0	default	1	24	0.093994871	12.42862235	3.029379586	0.296413916	0.155696699	0.123509763	0.17241943
265858_at	0	yule-walker	1	25.26582278	0.039436165	12.77571435	3.106079958	0.296395408	0.15567449	0.052444294	0.172442109
253592_at	1	mle	1	25.42675159	0.152002726	12.06975885	-2.982548958	0.296307166	0.155568599	0.207237335	0.172550269
248372_at	1	burg	1	20.26395939	0.052547533	9.791395668	-3.035988782	0.296138223	0.155365868	0.066707198	0.172757499
250435_at	0	mle	1	22.17777778	0.399013117	7.424966143	-2.103566852	0.296224864	0.155469837	0.542952901	0.172651198
250904_at	1	mle	1	20.26395939	0.083494919	9.943746877	-3.083227866	0.296159385	0.155391262	0.102209615	0.17273153
251816_at	0	mle	1	27.72222222	0.077999626	23.85724443	0.875989359	0.29623547	0.155482564	0.117481287	0.172638189
253183_at	1	mle	1	21.01052632	0.089505352	14.28294418	2.011879406	0.296159882	0.155391858	0.120974535	0.172730921
253436_at	0	mle	1	23.48235294	0.07186819	5.197366995	-1.390662172	0.296120501	0.155344601	0.097458336	0.172779249
254482_at	0	burg	1	22.05524862	0.159267149	4.031994355	-1.148650289	0.296156635	0.155387961	0.234960606	0.172734905
256438_s_at	0	burg	1	24.95	0.091201106	20.05389144	1.23299228	0.296191794	0.155430153	0.118395108	0.172691766
261604_at	0	default	1	24	0.064899086	18.4046152	1.464868315	0.29618375	0.1554205	0.08357057	0.172701635
262123_at	1	mle	1	20.16161616	0.037186511	10.80417562	2.916161704	0.296116592	0.155339911	0.046259216	0.172784046
250152_at	0	mle	1	21.57837838	0.397046483	7.448504867	-2.168853262	0.296044608	0.155253529	0.505987487	0.172872415
247165_at	1	mle	2	"20.2639593909,23.9041916168"	"0.293058680865,0.241405279696"	"0.63948160901,2.03886129081"	-0.535912007	0.511932386	0.267898579	0.248301616	0.172940372
251179_at	0	default	1	24	0.033366044	13.00737421	2.877862702	0.296000578	0.155200694	0.048889057	0.172926484
256351_at	0	burg	1	20.68393782	0.219745479	3.199676618	-0.971969713	0.295989029	0.155186835	0.268504352	0.172940669
265698_at	0	default	1	24	0.114340353	2.725005979	-0.713404897	0.295985194	0.155182233	0.166588863	0.172945379
255327_at	1	default	1	24	0.059843247	3.535016671	-0.9254652	0.295905417	0.155086501	0.078742223	0.17304339
252647_at	0	mle	1	20.47179487	0.033580988	9.523308762	-2.922885564	0.29583547	0.155002564	0.044739634	0.17312936
248954_at	0	mle	1	23.07514451	0.050695784	19.71567847	0.914756899	0.295738078	0.154885693	0.065818218	0.173249121
255681_at	1	default	1	24	0.043571868	15.38575303	2.255204583	0.295743346	0.154892015	0.057655226	0.173242641
261483_at	0	burg	1	24.04819277	0.078176236	13.97563491	2.631704934	0.295712591	0.154855109	0.108904116	0.173280472
263423_at	1	burg	1	27.34246575	0.029639609	4.236630171	-0.973560054	0.295664038	0.154796845	0.04135326	0.17334021
251404_at	1	mle	1	21.12169312	0.084861063	11.72935709	2.79398945	0.295609055	0.154730867	0.111671683	0.173407877
254179_at	1	mle	1	20.47179487	0.037310775	11.21894138	2.83987767	0.295605809	0.154726971	0.0504947	0.173411873
259341_at	0	default	1	24	0.105698822	0.738543605	-0.193350264	0.295607817	0.154729381	0.146628247	0.173409401
263498_at	0	mle	1	20.06030151	0.146231396	16.37525319	1.154212036	0.29560453	0.154725436	0.206956797	0.173413448
247027_at	0	burg	1	26.97297297	0.047204864	11.2232508	-2.614386059	0.29554215	0.15465058	0.059160186	0.173490247
266093_at	1	default	1	24	0.085813548	12.26068375	3.073345807	0.295529784	0.154635741	0.124385336	0.173505474
264635_at	1	default	1	24	0.268264023	3.478514983	-0.910673093	0.295462243	0.154554692	0.321903889	0.173588664
259371_at	1	yule-walker	1	27.72222222	0.179464386	8.241274762	-1.86786817	0.29538641	0.154463692	0.261514079	0.173682106
263972_at	0	yule-walker	1	22.94252874	0.09902918	22.01371776	0.254370019	0.295375352	0.154450422	0.120783965	0.173695735
245658_at	0	default	1	24	0.078279397	22.86459128	0.297249307	0.295181287	0.154217544	0.103360096	0.17393506
261539_at	0	burg	1	22.55367232	0.110876533	7.567056934	-2.108092211	0.295158256	0.154189907	0.157692609	0.17396348
262107_at	1	mle	1	21.12169312	0.151784013	14.85920894	1.862935341	0.295123109	0.15414773	0.192675849	0.174006858
260056_at	0	mle	1	27.34246575	0.098954251	25.5377176	0.414723646	0.29505737	0.154068844	0.12261971	0.174088014
245783_s_at	0	yule-walker	1	27.72222222	0.162640212	13.21986145	-2.996254721	0.294997415	0.153996898	0.208651201	0.174162058
264342_at	0	mle	1	26.09150327	0.20095936	12.45248907	-2.998727041	0.294992779	0.153991335	0.29727762	0.174167784
252283_at	0	mle	1	20.47179487	0.043006484	8.329112858	-2.556364005	0.294925497	0.153910596	0.057697373	0.174250908
258992_at	1	burg	1	24.19393939	0.046359438	5.249483353	-1.363295003	0.294930756	0.153916908	0.080237067	0.174244409
259021_at	1	default	1	24	0.074209684	8.927319945	-2.337166896	0.294869121	0.153842945	0.100917983	0.174320582
262549_at	0	default	1	24	0.06234713	8.906392648	-2.331688143	0.294782175	0.15373861	0.079369429	0.174428082
265218_at	1	mle	1	21.12169312	0.070400594	10.07279384	-2.996408947	0.294770417	0.1537245	0.094184235	0.174442623
252162_at	0	default	1	24	0.131258818	14.87061767	2.390066705	0.294710782	0.153652939	0.202936591	0.174516391
247220_at	0	default	1	24	0.031570841	17.30224308	1.753468662	0.29467558	0.153610697	0.041022244	0.174559947
266336_at	0	default	1	24	0.123380763	3.035947648	-0.794809236	0.294680138	0.153616165	0.156428329	0.174554307
256373_at	1	yule-walker	1	21.69565217	0.101723839	13.29206256	2.433727751	0.294660504	0.153592605	0.138231508	0.174578604
261052_at	0	burg	1	22.81142857	0.072300011	14.33345151	2.335176017	0.294618258	0.15354191	0.125098648	0.174630891
264290_at	1	mle	1	20.79166667	0.049417921	4.47435655	-1.352138421	0.294568684	0.153482421	0.069382921	0.174692265
247475_at	0	burg	1	21.12169312	0.02684313	9.585536142	-2.851461741	0.294441683	0.15333002	0.038442334	0.174849573
247332_at	1	mle	1	23.48235294	0.059571171	19.60834816	1.03656946	0.294380636	0.153256763	0.080383368	0.174925229
257840_at	0	mle	1	20.36734694	0.039158684	3.011611978	-0.929061413	0.294393588	0.153272306	0.058561664	0.174909175
261870_at	1	burg	1	20.16161616	0.01834637	11.9955581	2.544878129	0.294389538	0.153267445	0.02381196	0.174914196
267607_s_at	1	burg	1	23.48235294	0.075496547	19.57869115	1.044504802	0.294406687	0.153288024	0.126841431	0.174892941
250687_at	0	default	1	24	0.049845393	2.195645328	-0.574818603	0.294347029	0.153216435	0.072626515	0.174966889
244982_at	0	default	1	24	0.281061777	18.26158541	1.502313427	0.294288784	0.153146541	0.423084315	0.175039111
248424_at	1	mle	1	22.94252874	0.107714859	22.75751846	0.050668077	0.294282041	0.153138449	0.132995103	0.175047473
267409_at	0	mle	1	22.81142857	0.621483736	1.850732304	-0.509766146	0.294303743	0.153164491	0.707248373	0.175020561
259404_at	0	mle	1	22.94252874	0.154241187	20.51633635	0.664452316	0.294236369	0.153083643	0.206563486	0.175104123
250766_at	1	burg	1	21.69565217	0.088434596	11.04524846	3.084418001	0.294175828	0.153010993	0.120116626	0.17517924
257636_at	0	burg	1	22.68181818	0.05516021	7.971756841	-2.208289699	0.294182823	0.153019388	0.068703406	0.175170559
248518_at	0	default	1	24	0.410813426	22.62039152	0.361180656	0.294124213	0.152949055	0.524911634	0.175243301
251170_at	1	mle	1	26.61333333	0.063195894	17.9274173	2.050672094	0.294130378	0.152956453	0.091258033	0.175235649
261717_at	1	yule-walker	1	27.53103448	0.342720479	8.028114839	-1.832191712	0.294079166	0.152895	0.438039806	0.175299225
245882_at	0	default	1	24	0.025568658	2.697520622	-0.706209247	0.294033997	0.152840797	0.038357945	0.175355316
260005_at	1	yule-walker	1	26.61333333	0.096412632	22.62490757	0.941633948	0.29398769	0.152785228	0.150032143	0.175412835
263673_at	0	default	1	24	0.118261269	10.84491679	-2.839192577	0.293968599	0.152762319	0.231503209	0.175436552
245250_at	0	default	1	24	0.038715975	11.02201417	-2.885556562	0.293929084	0.152714901	0.05044469	0.175485652
245623_s_at	0	burg	1	24.04819277	0.112918907	15.48753916	2.236682544	0.293929485	0.152715382	0.154003677	0.175485154
252420_at	0	default	1	24	0.036810774	9.838475777	-2.575706935	0.293899901	0.152679881	0.046945086	0.175521921
252281_at	0	yule-walker	1	26.26315789	0.026332285	11.17931675	-2.674534382	0.293846755	0.152616106	0.03433826	0.175587985
256344_at	1	yule-walker	1	25.58974359	0.075123531	11.40945728	-2.801424489	0.293724528	0.152469434	0.09794038	0.175739999
258876_at	1	mle	1	20.16161616	0.077014286	7.311546706	-2.278577395	0.293669194	0.152403033	0.100934779	0.175808853
251723_at	0	burg	1	20.57731959	0.180330086	0.520765209	-0.159013145	0.29361028	0.152332337	0.215544532	0.175882184
245544_at	0	default	1	24	0.093295681	12.17116793	3.096780996	0.293560952	0.152273142	0.140456529	0.175943604
247102_at	1	burg	1	24.34146341	0.055533197	16.58199314	2.00292763	0.293477047	0.152172457	0.073192838	0.176048114
252726_at	1	burg	1	27.34246575	0.136001276	10.79644381	-2.480978042	0.293520972	0.152225166	0.164521754	0.175993396
256757_at	0	default	1	24	0.21520042	1.007357512	-0.26372558	0.293488705	0.152186446	0.272663958	0.17603359
259982_at	0	default	1	24	0.625037368	6.975520642	-1.826187034	0.293471875	0.15216625	0.635531417	0.176054558
260052_at	0	yule-walker	1	20.16161616	0.044771076	8.552722233	-2.665378521	0.293467657	0.152161188	0.056164627	0.176059814
260327_at	1	mle	1	24.64197531	0.103244891	0.13935157	-0.035531719	0.293524779	0.152229734	0.13532692	0.175988654
264322_at	1	mle	1	23.20930233	0.097790705	22.90314662	0.082881984	0.29354157	0.152249884	0.123238059	0.175967742
254757_at	0	burg	1	21.23404255	0.034540383	11.16549127	2.979299552	0.293399004	0.152078805	0.044386143	0.176145367
263035_at	1	default	1	24	0.048446334	7.985984675	-2.090725899	0.293396993	0.152076392	0.062456374	0.176147874
248773_at	1	yule-walker	1	22.94252874	0.075902182	16.99125741	1.629852618	0.29337787	0.152053444	0.102026347	0.176171711
249728_at	1	burg	1	26.79194631	0.346761118	12.16085974	-2.85193671	0.293290108	0.15194813	0.387180702	0.17628114
250798_at	0	default	1	24	0.705154143	2.49552772	-0.653327629	0.293296892	0.151956271	0.694184186	0.176272679
251700_at	0	default	1	24	0.058405319	5.534737441	-1.448990874	0.293306425	0.15196771	0.088475176	0.176260791
255193_at	0	mle	1	21.57837838	0.353831688	13.14068168	2.456885823	0.293287308	0.15194477	0.405896085	0.176284632
AFFX-Athal-GAPDH_M_s_at	1	burg	1	23.76190476	0.055342514	3.869525005	-1.023189972	0.293340079	0.152008094	0.075504218	0.176218826
256533_at	0	default	1	24	0.064948816	5.557662617	-1.454992671	0.293239689	0.151887626	0.084827755	0.176344032
245854_at	0	default	1	24	0.052987184	22.42902189	0.411281108	0.293202432	0.151842918	0.084220663	0.176390517
252928_at	0	burg	1	21.81420765	0.039438162	6.867685457	-1.978111745	0.293173157	0.151807788	0.052380362	0.176427049
262016_at	0	default	1	24	0.204177994	2.716929967	-0.711290602	0.293127775	0.151753331	0.289248827	0.176483694
261573_at	1	mle	1	22.05524862	0.047651753	12.39172631	2.752981951	0.29309891	0.151718692	0.06256821	0.176519731
262297_at	1	mle	1	25.10691824	0.08724325	5.050623878	-1.263954638	0.29308777	0.151705324	0.105980023	0.17653364
257279_at	1	default	1	24	0.154486044	3.715289968	-0.972660639	0.293047295	0.151656754	0.193595647	0.176584184
260758_at	0	default	1	24	0.731945925	1.235822798	-0.323537652	0.29299561	0.151594732	0.864500633	0.176648743
258504_at	0	mle	1	21.12169312	0.01404515	10.63552295	3.119378259	0.292973234	0.151567881	0.020020963	0.176676698
251034_at	1	mle	1	23.48235294	0.090648469	6.184360204	-1.654752455	0.292858901	0.151430681	0.118710155	0.176819597
252882_at	1	mle	1	20.90052356	0.639100393	10.21589994	-3.071138012	0.292807403	0.151368884	0.804441523	0.176883991
248031_at	0	mle	1	26.09150327	0.059558155	21.75770153	1.043637813	0.292765503	0.151318603	0.085490582	0.176936398
254870_at	0	yule-walker	1	20.36734694	0.043856782	0.180662157	-0.055733023	0.292717591	0.151261109	0.057292144	0.176996339
265001_at	0	default	1	24	0.103409563	3.111477415	-0.814582882	0.29271849	0.151262188	0.13587853	0.176995215
245826_at	1	default	1	24	0.082708341	6.306575696	-1.651057656	0.292627372	0.151152846	0.103362782	0.177109254
248777_at	0	default	1	24	0.371162252	3.068061589	-0.803216646	0.29268523	0.151222276	0.516234196	0.177036835
249657_at	0	yule-walker	1	24.95	0.034312901	12.86126246	3.044319764	0.29266743	0.151200916	0.052969795	0.177059111
258962_at	0	default	1	24	0.171913959	23.06360868	0.245146675	0.292659345	0.151191214	0.224601964	0.177069231
262923_at	0	default	1	24	0.043083306	10.72167962	-2.806929161	0.292633509	0.151160211	0.059859366	0.177101571
267586_at	0	burg	1	21.93406593	0.044115117	17.03015412	1.40476402	0.292622048	0.151146458	0.059094251	0.177115919
249155_at	0	mle	1	21.01052632	0.089031302	7.486318686	-2.238779118	0.292604888	0.151125866	0.140951465	0.177137403
258347_at	0	default	1	24	0.420476292	3.274484509	-0.85725804	0.29252987	0.151035844	0.478936414	0.177231349
245286_at	0	burg	1	22.05524862	0.019941219	15.46113088	1.878557998	0.292468432	0.150962118	0.026662639	0.177308318
246140_at	1	mle	1	22.68181818	0.085893985	7.525634629	-2.08470752	0.292454653	0.150945583	0.112893729	0.177325583
251938_at	1	burg	1	25.26582278	0.04095369	17.32233271	1.97541242	0.292451177	0.150941412	0.053538975	0.177329939
245344_at	1	yule-walker	1	20.36734694	0.056952294	17.98519263	0.734878086	0.292366505	0.150839806	0.072421014	0.177436069
246642_s_at	0	default	1	24	0.070295798	9.099622177	-2.382275515	0.292356705	0.150828046	0.087496039	0.177448356
250895_at	1	default	1	24	0.048451377	19.8170348	1.095097729	0.29236479	0.150837748	0.061393065	0.177438219
255328_at	1	mle	1	24.95	0.110480665	13.71266588	2.829909926	0.292307602	0.150769123	0.147654686	0.177509929
266329_at	0	default	1	24	0.033389012	16.99036414	1.835118378	0.292231702	0.150678043	0.05326715	0.177605139
266488_at	0	burg	1	20.36734694	0.21026479	0.76158999	-0.234945231	0.292230641	0.15067677	0.254666711	0.177606471
252014_at	1	mle	1	23.48235294	0.16782568	20.68344237	0.748905947	0.292213008	0.150655609	0.204351014	0.177628597
252398_at	0	default	1	24	0.051021943	6.238109399	-1.633133222	0.292190424	0.150628509	0.066257119	0.177656936
264655_at	0	default	1	24	0.098908116	3.220661388	-0.84316718	0.292165092	0.15059811	0.145493264	0.177688731
254278_at	1	mle	1	21.69565217	0.044635993	11.6453079	2.910637347	0.292143826	0.150572592	0.062766931	0.177715423
251689_at	0	mle	1	20.26395939	0.046654471	10.18775224	3.124299428	0.292121165	0.150545398	0.058372191	0.177743872
262707_at	0	yule-walker	1	21.81420765	0.200175482	5.291255782	-1.524049882	0.292100964	0.150521157	0.268693992	0.177769235
245380_at	1	mle	1	20.68393782	0.150504205	11.00823629	2.939199791	0.292026414	0.150431697	0.186950997	0.17786286
245939_at	1	default	1	24	0.068824779	23.19497938	0.210753905	0.292022541	0.150427049	0.093414706	0.177867726
250907_at	0	mle	1	20.26395939	0.448110827	3.360352141	-1.041934342	0.292021184	0.150425421	0.573543949	0.17786943
261252_at	1	mle	1	27.15646259	0.124573902	26.69882289	0.105884005	0.292039813	0.150447775	0.186005485	0.177846031
261282_at	0	yule-walker	1	20.06030151	0.056198581	10.03585463	3.139806115	0.291986682	0.150384018	0.069209077	0.177912776
263724_at	0	burg	1	21.34759358	0.003981949	4.461570274	-1.313163129	0.291938639	0.150326367	0.005506693	0.177973146
257478_at	1	mle	1	21.34759358	0.078773655	2.64873051	-0.77959441	0.291918416	0.150302099	0.111380475	0.177998563
267023_at	0	default	1	24	0.020445438	14.90020371	2.382321099	0.291876884	0.150252261	0.034912414	0.178050771
260355_at	0	mle	1	22.55367232	0.030164193	6.841790919	-1.906041711	0.291814336	0.150177203	0.039944949	0.17812942
252691_at	0	default	1	24	0.187696912	19.86503808	1.082530499	0.291790373	0.150148448	0.236041144	0.178159559
246001_at	0	default	1	24	0.585708389	2.865989263	-0.750314234	0.291740685	0.150088822	0.719368868	0.178222066
246478_at	1	mle	1	21.23404255	0.13909498	2.082821572	-0.616310053	0.291634411	0.149961293	0.182782381	0.178355818
247962_at	0	default	1	24	0.124167983	22.49136695	0.394959209	0.291726397	0.150071676	0.159299291	0.178240044
253771_at	0	default	1	24	0.043107887	16.36057418	1.999997003	0.291635404	0.149962485	0.057309606	0.178354568
254029_at	0	default	1	24	0.07353321	16.59351841	1.939012347	0.291634178	0.149961013	0.096619973	0.178356111
254418_at	0	default	1	24	0.207410745	1.597036564	-0.418103195	0.291649786	0.149979743	0.254337473	0.178336462
256755_at	0	default	1	24	0.047473673	6.721374724	-1.759651788	0.291641622	0.149969947	0.05951793	0.178346739
259443_at	1	mle	1	22.68181818	0.254454512	19.32999211	0.928503357	0.291644513	0.149973416	0.365987875	0.1783431
260858_at	0	yule-walker	1	21.01052632	0.254611098	12.85437299	2.439092765	0.291681983	0.15001838	0.299247872	0.178295936
266458_at	0	default	1	24	0.132339007	2.839149037	-0.74328748	0.291611848	0.149934218	0.205380856	0.178384224
252625_at	1	default	1	24	0.102436875	17.23496894	1.77108099	0.291572135	0.149886562	0.152569362	0.178434232
262588_at	1	default	1	24	0.057429574	8.263265982	-2.163317975	0.291456858	0.14974823	0.076403469	0.178579455
258731_at	0	default	1	24	0.04968741	4.986696789	-1.305514166	0.291427256	0.149712707	0.067836364	0.178616763
266371_at	0	default	1	24	0.129851698	1.731175814	-0.453220768	0.291429262	0.149715114	0.2063504	0.178614235
246746_at	0	yule-walker	1	22.68181818	0.025643521	11.89092277	2.989231064	0.291378722	0.149654466	0.033137989	0.178677944
260252_at	0	burg	1	26.09150327	0.053356862	17.76197387	2.005862836	0.291238757	0.149486508	0.081901717	0.178854473
247718_at	0	default	1	24	1.995805291	3.330507265	-0.871924763	0.291190021	0.149428025	1.772682821	0.178915974
259767_s_at	1	burg	1	24.79503106	0.103201515	11.06004593	-2.802671146	0.291196802	0.149436162	0.136116059	0.178907416
262780_at	0	burg	1	20.68393782	0.061738588	16.09692747	1.393401794	0.291133107	0.149359728	0.082987103	0.178987816
245302_at	0	burg	1	23.20930233	0.263880198	18.78692252	1.197219608	0.291040684	0.149248821	0.35981171	0.179104529
248239_at	0	burg	2	"24.490797546,21.6956521739"	"0.432995272169,0.408398649005"	"12.2107695086,4.06030654186"	-1.175888063	0.506834738	0.260252107	0.261931845	0.179073351
250013_at	1	mle	1	21.01052632	0.074786462	3.415890014	-1.021519862	0.291037743	0.149245292	0.120323229	0.179108244
252937_at	0	burg	1	24.79503106	0.084485818	9.262858975	-2.347254951	0.291046548	0.149255857	0.10795098	0.179097123
261162_at	0	burg	1	22.68181818	0.193886819	6.210498828	-1.720396252	0.291044889	0.149253867	0.274851309	0.179099218
248600_at	1	default	1	24	0.095784371	21.62465693	0.621863363	0.29101009	0.149212108	0.117197843	0.179143177
266579_at	0	burg	1	27.91608392	0.061275237	12.65821334	-2.849034997	0.290932447	0.149118937	0.083418732	0.17924129
249596_s_at	0	yule-walker	1	24.95	0.104746745	21.2497496	0.931838034	0.290815883	0.14897906	0.132408194	0.179388666
245764_s_at	1	mle	1	22.81142857	0.035202286	12.17848537	2.928740401	0.290777739	0.148933287	0.048062243	0.179436914
244969_at	1	default	1	24	0.03966048	15.69649113	2.173853539	0.290737587	0.148885104	0.057342841	0.179487714
253543_at	1	burg	1	24.49079755	0.023549115	2.562202142	-0.657340408	0.290726914	0.148872297	0.032755887	0.179501219
251939_at	0	yule-walker	1	22.81142857	0.021609653	12.58761951	2.816048397	0.290691354	0.148829625	0.031853708	0.179546221
263601_s_at	0	mle	1	24.95	0.093661066	10.89061081	-2.742594221	0.290683495	0.148820194	0.118611365	0.179556167
246905_at	1	burg	1	27.72222222	0.143516461	20.0734198	1.733585518	0.290636011	0.148763214	0.198546753	0.179616276
246417_at	0	default	1	24	0.088510714	1.69012994	-0.442474984	0.29059932	0.148719184	0.148727292	0.179662733
250258_at	0	burg	1	23.07514451	0.054877543	7.137981715	-1.94361781	0.29060106	0.148721272	0.070245305	0.17966053
248749_at	1	mle	1	23.20930233	0.077605119	22.58917036	0.167881135	0.290504246	0.148605096	0.105245992	0.179783157
250509_at	0	burg	1	21.69565217	0.059786389	7.629776084	-2.209626915	0.290514599	0.148617519	0.082586302	0.179770041
266768_s_at	0	burg	1	21.93406593	0.059382501	21.93235959	0.000488796	0.290526283	0.14863154	0.081564476	0.179755238
267399_at	1	mle	1	20.90052356	0.099827762	3.378436417	-1.015636857	0.290530822	0.148636986	0.125162713	0.179749489
253959_at	0	default	1	24	0.073326859	3.676754804	-0.962572157	0.290486312	0.148583574	0.098924211	0.179805881
255161_at	0	mle	1	21.12169312	0.127067581	11.32376359	2.914643561	0.290383352	0.148460022	0.167241466	0.17993638
